latitude,longitude,altitude,x,y,land
31.719337,35.074689,701.519165,-97.598820,-42.714682,-1
31.719375,35.085407,694.345276,-97.594656,-41.709642,-1
31.719412,35.096124,749.022278,-97.590592,-40.704601,-1
31.719448,35.106841,764.661926,-97.586626,-39.699560,-1
31.719483,35.117558,760.961487,-97.582760,-38.694517,-1
31.719517,35.128275,691.056030,-97.578993,-37.689474,-1
31.719550,35.138992,790.010986,-97.575325,-36.684430,-1
31.719582,35.149709,741.534973,-97.571756,-35.679386,-1
31.719614,35.160426,708.045593,-97.568286,-34.674340,-1
31.719644,35.171143,896.046692,-97.564916,-33.669294,-1
31.719674,35.181860,804.380920,-97.561644,-32.664248,-1
